interaction_id,guest_id,venue_id,interaction_date,interaction_type,category,note,captured_by
I-000890,G-103148,V-017,2024-09-06,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000891,G-104041,V-013,2025-03-18,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000892,G-104030,V-024,2024-12-04,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000893,G-100379,V-010,2025-02-01,Preference noted,Dietary,Allergic to truffle.,Chef
I-000894,G-103206,V-027,2025-11-16,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000895,G-100478,V-011,2025-08-21,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000896,G-104510,V-029,2025-04-04,Preference noted,Dietary,Allergic to truffle.,Chef
I-000897,G-103658,V-001,2024-08-15,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000898,G-101120,V-011,2024-03-30,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000899,G-103033,V-030,2024-10-04,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000900,G-101050,V-020,2024-03-01,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000901,G-100441,V-016,2024-12-28,Preference noted,Dietary,Allergic to truffle.,Chef
I-000902,G-103927,V-001,2025-10-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-000903,G-103642,V-009,2025-08-26,Preference noted,Dietary,Allergic to truffle.,Chef
I-000904,G-104853,V-020,2025-06-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000905,G-103297,V-026,2024-06-24,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000906,G-102262,V-024,2024-03-04,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000907,G-101241,V-010,2024-09-13,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000908,G-101987,V-017,2025-05-31,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000909,G-104807,V-022,2024-10-07,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000910,G-101768,V-020,2025-08-21,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000911,G-102437,V-001,2024-10-16,Preference noted,Dietary,Allergic to truffle.,Chef
I-000912,G-102372,V-025,2024-06-11,Preference noted,Dietary,Allergic to truffle.,Chef
I-000913,G-102094,V-015,2026-03-12,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000914,G-100781,V-013,2024-07-15,Preference noted,Dietary,Allergic to truffle.,Chef
I-000915,G-102947,V-013,2024-05-06,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000916,G-100216,V-015,2025-08-11,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000917,G-101895,V-027,2025-10-18,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000918,G-104595,V-022,2024-06-08,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000919,G-100018,V-017,2025-02-20,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000920,G-102899,V-002,2025-08-26,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000921,G-102772,V-001,2024-11-27,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000922,G-101199,V-001,2025-11-29,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000923,G-100956,V-015,2025-09-17,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000924,G-102956,V-005,2025-01-11,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000925,G-104116,V-027,2025-05-19,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000926,G-101711,V-007,2024-08-12,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000927,G-104073,V-019,2025-12-03,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000928,G-101417,V-003,2025-05-27,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000929,G-104168,V-024,2025-10-09,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000930,G-102463,V-020,2025-01-21,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000931,G-103910,V-004,2024-11-09,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000932,G-104059,V-003,2024-11-12,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000933,G-102849,V-027,2024-11-12,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000934,G-104591,V-016,2025-02-24,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000935,G-103948,V-014,2025-01-26,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000936,G-104471,V-030,2026-01-31,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000937,G-102237,V-023,2026-03-20,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000938,G-104493,V-007,2024-10-04,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000939,G-101476,V-019,2024-12-13,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000940,G-102242,V-012,2024-05-16,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000941,G-100146,V-025,2024-10-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-000942,G-104634,V-001,2024-12-11,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000943,G-100512,V-009,2025-04-19,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000944,G-104060,V-021,2024-10-11,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000945,G-104634,V-001,2024-06-27,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000946,G-101486,V-024,2024-08-08,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000947,G-102709,V-018,2025-09-07,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000948,G-104509,V-029,2024-10-01,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000949,G-100202,V-028,2025-01-26,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000950,G-100534,V-029,2025-05-23,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000951,G-100242,V-024,2024-06-12,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000952,G-100860,V-003,2024-09-04,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000953,G-104333,V-002,2024-06-17,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000954,G-103217,V-005,2025-01-16,Preference noted,Dietary,Allergic to truffle.,Chef
I-000955,G-104029,V-013,2025-09-10,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000956,G-103396,V-024,2024-09-11,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000957,G-102652,V-008,2025-08-27,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000958,G-102643,V-028,2026-03-23,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000959,G-103832,V-015,2026-03-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000960,G-101549,V-021,2025-05-14,Preference noted,Dietary,Allergic to truffle.,Chef
I-000961,G-100829,V-003,2025-07-17,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000962,G-101385,V-016,2024-12-13,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000963,G-102717,V-024,2025-05-10,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000964,G-100033,V-012,2024-11-20,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000965,G-104771,V-015,2025-06-01,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000966,G-103688,V-010,2025-07-01,Preference noted,Dietary,Allergic to truffle.,Chef
I-000967,G-104005,V-011,2025-12-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-000968,G-104060,V-009,2025-03-15,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000969,G-101034,V-025,2025-02-20,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000970,G-104567,V-026,2024-07-06,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000971,G-100457,V-008,2025-08-25,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000972,G-100355,V-012,2024-08-16,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-000973,G-101078,V-022,2024-07-14,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000974,G-100356,V-019,2024-10-23,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000975,G-103962,V-019,2024-04-19,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000976,G-104617,V-008,2025-03-17,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000977,G-100284,V-015,2025-10-21,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000978,G-104199,V-001,2024-02-29,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000979,G-104870,V-016,2025-07-08,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000980,G-104303,V-011,2025-06-24,Preference noted,Dietary,Allergic to truffle.,Chef
I-000981,G-100765,V-002,2024-12-24,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-000982,G-103839,V-011,2025-02-10,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000983,G-104581,V-004,2026-03-19,Preference noted,Dietary,Allergic to truffle.,Chef
I-000984,G-104277,V-009,2025-01-01,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000985,G-101806,V-012,2025-11-14,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000986,G-101837,V-012,2025-11-10,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000987,G-104508,V-013,2024-03-12,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000988,G-103198,V-028,2024-10-22,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-000989,G-100892,V-029,2024-04-19,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-000990,G-102648,V-025,2025-04-13,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-000991,G-100935,V-018,2025-07-10,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000992,G-100938,V-018,2025-01-28,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-000993,G-104018,V-017,2024-05-20,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-000994,G-102636,V-010,2025-08-08,Preference noted,Dietary,Allergic to truffle.,Chef
I-000995,G-100619,V-002,2025-08-01,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-000996,G-100920,V-029,2025-04-04,Preference noted,Dietary,Allergic to truffle.,Chef
I-000997,G-102704,V-012,2026-04-08,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000998,G-100251,V-020,2024-06-07,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-000999,G-100304,V-010,2024-04-13,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001000,G-103873,V-003,2025-04-02,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001001,G-100374,V-029,2025-12-15,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001002,G-102907,V-006,2026-02-19,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001003,G-103424,V-020,2026-02-06,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001004,G-100354,V-026,2024-08-13,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001005,G-101218,V-024,2024-07-26,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001006,G-100597,V-014,2025-08-27,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001007,G-103200,V-002,2024-05-26,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001008,G-103022,V-019,2024-05-15,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001009,G-101260,V-022,2025-03-01,Preference noted,Dietary,Allergic to truffle.,Chef
I-001010,G-102611,V-013,2025-10-20,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001011,G-102758,V-021,2025-02-06,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001012,G-101587,V-002,2026-03-17,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001013,G-100387,V-008,2025-12-18,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001014,G-102126,V-022,2025-12-01,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001015,G-104426,V-017,2024-08-18,Preference noted,Dietary,Allergic to truffle.,Chef
I-001016,G-100045,V-024,2024-09-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-001017,G-103832,V-009,2024-04-25,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001018,G-100106,V-014,2025-03-31,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001019,G-103737,V-023,2025-11-05,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001020,G-102661,V-013,2024-09-29,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001021,G-101034,V-022,2024-11-07,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001022,G-104197,V-023,2025-12-03,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001023,G-101106,V-001,2024-08-13,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001024,G-102803,V-016,2025-11-25,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001025,G-102973,V-016,2024-08-04,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001026,G-104406,V-003,2025-09-02,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001027,G-101291,V-018,2026-03-30,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001028,G-104626,V-014,2025-07-07,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001029,G-101364,V-007,2025-12-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001030,G-104202,V-007,2024-10-06,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001031,G-103157,V-030,2026-03-08,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001032,G-103303,V-005,2024-12-11,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001033,G-103234,V-014,2024-09-07,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001034,G-103510,V-008,2025-02-16,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001035,G-101431,V-018,2024-08-22,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001036,G-100499,V-001,2025-05-31,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
