guest_id,nationality,home_city,home_country,guest_tier,first_seen_date,first_seen_brand,dietary_flags,preferred_language,lifetime_spend_aed,total_visits,brands_visited_count,last_visit_date,acquisition_channel,event_host_count,consent_status
G-101323,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2024-11-20,CE LA VI,,AR,27480,15,1,2025-03-08,Concierge,0,Partial
G-101324,Qatar,Doha,Qatar,Standard,2025-01-23,Nammos,,AR,24055,12,1,2025-07-19,Hotel partner,0,Full
G-101325,Lebanon,Beirut,Lebanon,Standard,2025-05-06,CE LA VI,halal,AR,19653,9,1,2025-07-17,Referral,0,Partial
G-101326,UK,London,UK,Standard,2025-05-18,AlphaMind,,EN,24043,9,1,2025-12-09,Hotel partner,0,None
G-101327,Italy,Rome,Italy,Standard,2025-10-01,AlphaMind,,IT,13083,5,1,2026-02-25,Concierge,0,None
G-101328,Kuwait,Kuwait City,Kuwait,Standard,2024-10-30,Nammos,,AR,5475,3,1,2025-10-03,Referral,0,Full
G-101329,Russia,Saint Petersburg,Russia,Gold,2026-02-01,Nammos,,RU,86937,46,3,2026-03-11,Referral,0,Full
G-101330,USA,Los Angeles,USA,Standard,2025-01-14,Nammos,,EN,16410,10,1,2026-01-11,Concierge,0,Full
G-101331,UAE,Sharjah,UAE,Standard,2025-09-08,AlphaMind,,AR,9006,7,1,2025-11-09,Hotel partner,0,None
G-101332,Qatar,Doha,Qatar,Standard,2025-07-02,Nammos,,AR,24965,9,1,2026-02-26,Concierge,0,None
G-101333,UK,London,UK,Gold,2025-08-30,Nammos,,EN,123751,49,2,2026-04-17,Concierge,0,None
G-101334,India,Delhi,India,Platinum,2025-07-11,CE LA VI,halal,EN,185225,100,2,2026-02-24,Direct,0,Full
G-101335,France,Cannes,France,Platinum,2025-11-17,Nammos,,FR,645323,335,2,2025-12-16,Direct,0,Partial
G-101336,UAE,Abu Dhabi,UAE,Gold,2025-11-04,CE LA VI,,AR,41989,23,1,2025-12-01,Concierge,0,None
G-101337,UK,Manchester,UK,Standard,2025-05-07,Nammos,"vegetarian,gluten-free",EN,18486,6,1,2026-01-10,Concierge,0,Full
G-101338,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-06-27,CE LA VI,,AR,2381,1,1,2026-01-31,Concierge,0,None
G-101339,Qatar,Doha,Qatar,Gold,2025-12-11,Nammos,,AR,54466,33,1,2026-02-14,Concierge,0,Full
G-101340,France,Cannes,France,Diamond,2025-04-27,AlphaMind,,FR,3469343,1938,2,2026-02-25,Direct,0,Full
G-101341,USA,New York,USA,Gold,2024-12-12,AlphaMind,,EN,35657,15,2,2025-12-18,Hotel partner,0,Full
G-101342,Bahrain,Manama,Bahrain,Platinum,2025-11-24,Nammos,gluten-free,AR,757525,272,2,2026-03-25,Hotel partner,0,Partial
G-101343,UK,London,UK,Platinum,2025-10-21,Em Sherif,,EN,569292,249,3,2026-04-01,Concierge,1,Partial
G-101344,France,Paris,France,Platinum,2025-05-03,CE LA VI,vegetarian,FR,193726,78,1,2025-07-10,Hotel partner,0,Full
G-101345,Saudi Arabia,Jeddah,Saudi Arabia,Platinum,2025-01-07,Em Sherif,,AR,244137,111,2,2026-02-19,Direct,0,None
G-101346,India,Bangalore,India,Gold,2025-01-10,Nammos,halal,EN,86900,52,2,2025-06-02,Direct,0,Full
G-101347,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-10-19,Em Sherif,,AR,12125,9,1,2026-02-09,Hotel partner,0,Full
G-101348,USA,New York,USA,Standard,2025-01-02,Nammos,,EN,20022,14,1,2025-11-18,Concierge,0,None
G-101349,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-04-07,Em Sherif,halal,AR,6340,2,1,2025-11-01,Digital,0,Full
G-101350,Kuwait,Kuwait City,Kuwait,Standard,2025-02-04,Nammos,gluten-free,AR,8511,3,1,2025-07-16,Concierge,0,None
G-101351,Italy,Rome,Italy,Gold,2025-04-25,Nammos,,IT,83943,41,1,2026-03-02,Direct,0,Full
G-101352,USA,Miami,USA,Standard,2024-05-20,Em Sherif,,EN,29535,14,1,2025-09-17,Concierge,0,Full
G-101353,Singapore,Singapore,Singapore,Gold,2025-10-31,Nammos,,EN,30253,23,1,2026-02-23,Direct,0,Full
G-101354,UAE,Sharjah,UAE,Standard,2025-02-07,CE LA VI,,AR,5407,2,2,2025-08-11,Concierge,0,Full
G-101355,UAE,Dubai,UAE,Standard,2024-06-13,Em Sherif,vegetarian,AR,19952,14,1,2025-09-27,Concierge,0,Full
G-101356,UK,London,UK,Standard,2025-04-06,CE LA VI,,EN,24122,19,1,2026-03-08,Direct,0,Partial
G-101357,India,Delhi,India,Standard,2025-09-17,Nammos,vegetarian,EN,22781,12,1,2025-12-12,Digital,0,Full
G-101358,UAE,Abu Dhabi,UAE,Standard,2025-12-24,Nammos,vegan,AR,20124,7,1,2026-03-28,Direct,0,Full
G-101359,India,Mumbai,India,Standard,2025-08-27,Nammos,"halal,gluten-free",EN,24902,9,1,2026-03-13,Direct,0,Full
G-101360,USA,Los Angeles,USA,Gold,2025-04-30,Nammos,halal,EN,46899,22,2,2025-12-17,Hotel partner,0,Full
G-101361,Russia,Moscow,Russia,Standard,2025-03-07,Nammos,,RU,16815,7,1,2025-11-05,Direct,0,Partial
G-101362,UAE,Sharjah,UAE,Standard,2025-04-17,AlphaMind,,AR,2654,1,1,2026-03-23,Direct,0,None
G-101363,Lebanon,Beirut,Lebanon,Platinum,2025-04-24,CE LA VI,,AR,397091,235,3,2026-04-02,Digital,0,Partial
G-101364,USA,New York,USA,Gold,2025-05-22,AlphaMind,pescatarian,EN,44133,22,2,2026-02-23,Concierge,0,Partial
G-101365,UK,London,UK,Standard,2024-10-01,Em Sherif,halal,EN,9849,4,1,2025-09-25,Concierge,0,None
G-101366,UAE,Dubai,UAE,Standard,2026-01-06,Nammos,,AR,21799,7,1,2026-02-09,Concierge,0,Partial
G-101367,Singapore,Singapore,Singapore,Standard,2025-06-04,CE LA VI,gluten-free,EN,10930,4,1,2026-03-27,Direct,0,Partial
G-101368,India,Delhi,India,Standard,2024-05-29,Nammos,,EN,19699,12,1,2025-06-07,Direct,0,Full
G-101369,UAE,Dubai,UAE,Standard,2025-06-13,Nammos,,AR,6562,3,1,2026-02-20,Referral,0,Partial
G-101370,UAE,Dubai,UAE,Standard,2025-05-18,Nammos,,AR,9330,4,1,2026-04-01,Direct,0,None
G-101371,Italy,Rome,Italy,Standard,2024-05-21,Em Sherif,,IT,23085,17,1,2026-03-06,Direct,0,Full
G-101372,UAE,Abu Dhabi,UAE,Standard,2025-12-28,Nammos,vegetarian,AR,4264,1,1,2026-02-21,Referral,0,Full
G-101373,India,Mumbai,India,Platinum,2025-06-17,CE LA VI,gluten-free,EN,535871,234,1,2026-04-25,Referral,0,None
G-101374,USA,Miami,USA,Standard,2025-01-22,Nammos,,EN,20084,8,1,2025-11-29,Concierge,0,Full
G-101375,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-06-12,Nammos,,AR,25417,18,1,2025-12-18,Digital,0,Partial
G-101376,Germany,Berlin,Germany,Platinum,2024-07-19,CE LA VI,halal,DE,195970,121,2,2026-04-02,Direct,1,Full
G-101377,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2024-11-11,Nammos,vegetarian,AR,9168,3,1,2025-06-18,Digital,0,Full
G-101378,UK,London,UK,Standard,2026-02-07,Nammos,,EN,7425,3,1,2026-02-14,Referral,0,None
G-101379,Singapore,Singapore,Singapore,Platinum,2025-10-11,AlphaMind,,EN,668565,302,3,2025-12-23,Direct,0,Full
G-101380,Bahrain,Manama,Bahrain,Platinum,2025-07-24,Nammos,halal,AR,368116,277,3,2025-09-15,Direct,1,Partial
G-101381,UAE,Abu Dhabi,UAE,Platinum,2025-03-11,Nammos,vegetarian,AR,167911,60,1,2026-03-26,Concierge,3,None
G-101382,UK,Manchester,UK,Diamond,2025-08-25,Nammos,,EN,4758203,2076,4,2026-04-11,Direct,0,Full
G-101383,France,Nice,France,Standard,2025-09-23,AlphaMind,vegetarian,FR,21112,7,1,2025-11-29,Direct,0,Partial
G-101384,Lebanon,Beirut,Lebanon,Gold,2025-07-11,CE LA VI,gluten-free,AR,140276,105,1,2026-03-31,Direct,0,Partial
G-101385,Lebanon,Beirut,Lebanon,Gold,2025-06-30,Nammos,,AR,130170,95,2,2026-02-02,Concierge,0,Full
G-101386,UAE,Abu Dhabi,UAE,Standard,2026-02-19,Nammos,halal,AR,23027,17,1,2026-04-27,Digital,0,Full
G-101387,USA,Los Angeles,USA,Standard,2025-04-12,Nammos,halal,EN,11749,4,1,2025-08-19,Concierge,0,Full
G-101388,France,Nice,France,Standard,2024-07-09,AlphaMind,,FR,29733,17,1,2025-08-14,Digital,0,None
G-101389,UK,London,UK,Standard,2026-01-31,Nammos,vegetarian,EN,2931,1,1,2026-03-25,Direct,0,None
G-101390,UAE,Sharjah,UAE,Gold,2026-01-19,Em Sherif,,AR,116055,59,3,2026-04-20,Concierge,0,Full
G-101391,Qatar,Doha,Qatar,Platinum,2025-04-17,Nammos,halal,AR,527684,192,3,2026-01-30,Concierge,1,Full
G-101392,India,Mumbai,India,Gold,2025-08-15,Nammos,,EN,89187,32,1,2026-03-05,Direct,0,Full
G-101393,UK,Manchester,UK,Gold,2024-05-14,CE LA VI,,EN,47934,19,1,2025-12-19,Hotel partner,0,Full
G-101394,UAE,Dubai,UAE,Standard,2026-01-30,Nammos,,AR,19841,7,2,2026-03-21,Direct,0,Full
G-101395,UAE,Dubai,UAE,Gold,2025-11-26,AlphaMind,,AR,63790,27,1,2025-12-25,Referral,0,Full
G-101396,Germany,Munich,Germany,Gold,2025-11-07,CE LA VI,,DE,122527,72,1,2026-03-11,Concierge,0,Partial
G-101397,India,Mumbai,India,Platinum,2025-08-04,Em Sherif,halal,EN,200529,103,2,2026-02-07,Concierge,1,Full
G-101398,UAE,Abu Dhabi,UAE,Standard,2026-03-29,Nammos,gluten-free,AR,21611,14,1,2026-04-06,Hotel partner,0,Full
G-101399,UAE,Sharjah,UAE,Standard,2025-01-04,Em Sherif,halal,AR,17835,9,1,2025-08-15,Direct,0,Full
G-101400,UK,London,UK,Gold,2025-06-17,AlphaMind,halal,EN,50097,21,2,2026-02-10,Referral,0,Partial
G-101401,Russia,Moscow,Russia,Standard,2024-09-08,Nammos,,RU,29414,13,2,2026-02-28,Concierge,0,None
G-101402,UAE,Sharjah,UAE,Platinum,2026-01-23,Nammos,,AR,484043,329,3,2026-03-05,Hotel partner,1,Full
G-101403,USA,Miami,USA,Diamond,2024-05-17,Nammos,vegetarian,EN,1172458,712,3,2024-08-04,Digital,0,Partial
G-101404,India,Bangalore,India,Standard,2025-08-10,Em Sherif,,EN,7495,6,1,2026-03-31,Direct,0,Partial
G-101405,UAE,Dubai,UAE,Standard,2025-11-19,CE LA VI,vegan,AR,5656,2,1,2026-03-17,Hotel partner,0,None
G-101406,UAE,Abu Dhabi,UAE,Standard,2025-11-29,Nammos,halal,AR,11393,8,1,2026-03-28,Hotel partner,0,Full
G-101407,India,Delhi,India,Standard,2025-06-29,Em Sherif,halal,EN,13140,6,1,2025-12-28,Referral,0,Full
G-101408,France,Cannes,France,Standard,2024-08-10,Em Sherif,,FR,22784,11,1,2025-12-08,Referral,0,Full
G-101409,UAE,Sharjah,UAE,Standard,2026-02-18,Nammos,pescatarian,AR,29030,14,1,2026-04-07,Concierge,0,Partial
G-101410,UAE,Dubai,UAE,Gold,2025-06-04,Em Sherif,halal,AR,74027,35,1,2026-02-10,Digital,0,Partial
G-101411,UK,London,UK,Standard,2025-12-29,Em Sherif,,EN,13024,7,2,2026-03-29,Referral,0,Full
G-101412,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-02-01,Em Sherif,,AR,7279,4,1,2026-01-03,Hotel partner,0,Full
G-101413,UK,Manchester,UK,Gold,2025-07-03,CE LA VI,,EN,40615,14,2,2026-03-08,Digital,0,Partial
G-101414,France,Cannes,France,Standard,2025-12-17,Em Sherif,,FR,16370,6,1,2026-04-19,Digital,0,Partial
G-101415,USA,Miami,USA,Standard,2025-11-20,Nammos,,EN,10711,4,2,2026-04-11,Hotel partner,0,Full
G-101416,Qatar,Doha,Qatar,Standard,2025-01-06,AlphaMind,,AR,9888,5,2,2025-04-12,Hotel partner,0,None
G-101417,UK,London,UK,Gold,2024-10-20,CE LA VI,,EN,58906,44,1,2025-05-29,Concierge,0,Full
G-101418,UK,Manchester,UK,Standard,2024-06-30,Em Sherif,,EN,9519,5,1,2025-10-28,Referral,0,Full
G-101419,India,Delhi,India,Gold,2025-08-22,Nammos,halal,EN,146046,76,3,2026-01-26,Concierge,0,Full
G-101420,France,Cannes,France,Gold,2024-07-14,Nammos,,FR,51249,30,2,2026-04-11,Direct,0,Full
G-101421,India,Bangalore,India,Gold,2025-08-18,CE LA VI,vegetarian,EN,101513,59,1,2025-10-16,Referral,0,Full
G-101422,Saudi Arabia,Riyadh,Saudi Arabia,Gold,2025-10-06,CE LA VI,,AR,100620,72,2,2026-03-29,Direct,0,Partial
G-101423,France,Nice,France,Standard,2024-07-25,AlphaMind,,FR,24864,14,1,2025-12-28,Hotel partner,0,Full
G-101424,UAE,Sharjah,UAE,Standard,2025-12-16,AlphaMind,,AR,27302,21,1,2026-02-26,Concierge,0,Partial
G-101425,USA,Los Angeles,USA,Gold,2025-08-05,Em Sherif,vegetarian,EN,41085,15,1,2026-03-09,Digital,0,Full
G-101426,Qatar,Doha,Qatar,Gold,2025-09-26,CE LA VI,,AR,108058,47,3,2026-04-14,Direct,0,Partial
G-101427,USA,Miami,USA,Standard,2024-08-20,CE LA VI,,EN,8231,4,1,2025-11-10,Concierge,0,Full
G-101428,Kuwait,Kuwait City,Kuwait,Standard,2026-01-16,CE LA VI,,AR,27900,12,1,2026-03-29,Concierge,0,Full
G-101429,USA,New York,USA,Standard,2025-02-19,Nammos,vegetarian,EN,2708,1,1,2025-07-29,Direct,0,Full
G-101430,Kuwait,Kuwait City,Kuwait,Platinum,2025-07-07,Em Sherif,,AR,297360,140,2,2025-11-13,Concierge,0,Full
G-101431,India,Bangalore,India,Gold,2025-10-24,Nammos,,EN,104692,59,4,2026-04-02,Hotel partner,0,Full
G-101432,USA,New York,USA,Standard,2025-10-03,Nammos,,EN,12458,5,1,2025-12-23,Hotel partner,0,None
G-101433,Lebanon,Beirut,Lebanon,Standard,2025-06-28,Em Sherif,,AR,7322,3,1,2025-12-28,Concierge,0,Full
G-101434,UK,London,UK,Standard,2025-07-06,Em Sherif,halal,EN,29215,14,1,2026-04-03,Digital,0,Full
G-101435,UAE,Dubai,UAE,Standard,2024-12-03,CE LA VI,,AR,25233,16,1,2026-04-07,Direct,0,Full
G-101436,UK,Manchester,UK,Standard,2025-10-13,AlphaMind,,EN,20977,9,3,2026-03-29,Referral,0,Full
G-101437,France,Cannes,France,Gold,2024-09-06,CE LA VI,,FR,87417,50,2,2025-06-25,Digital,0,Full
G-101438,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2026-03-07,Nammos,,AR,19007,11,1,2026-04-16,Hotel partner,0,Full
G-101439,Russia,Moscow,Russia,Standard,2024-09-05,Nammos,halal,RU,28833,15,1,2025-12-13,Hotel partner,0,Partial
G-101440,Germany,Berlin,Germany,Standard,2024-10-03,Em Sherif,,DE,22217,8,1,2026-02-02,Direct,0,None
G-101441,UAE,Abu Dhabi,UAE,Gold,2025-10-07,Em Sherif,,AR,67830,26,1,2025-11-19,Direct,0,Partial
G-101442,UAE,Sharjah,UAE,Platinum,2025-02-18,Em Sherif,,AR,336435,182,2,2025-11-22,Concierge,0,Partial
G-101443,Kuwait,Kuwait City,Kuwait,Standard,2025-04-18,CE LA VI,halal,AR,28229,12,1,2026-02-01,Hotel partner,0,Full
G-101444,UAE,Sharjah,UAE,Standard,2025-09-21,Em Sherif,halal,AR,20774,9,1,2026-03-04,Concierge,0,None
G-101445,UK,Manchester,UK,Standard,2026-04-22,Nammos,,EN,9101,4,1,2026-04-25,Hotel partner,0,Full
G-101446,USA,New York,USA,Gold,2026-01-07,Nammos,,EN,59238,25,1,2026-02-07,Concierge,0,Full
G-101447,UK,London,UK,Gold,2025-11-10,Em Sherif,,EN,88064,66,1,2026-02-17,Hotel partner,0,Full
G-101448,France,Paris,France,Standard,2025-05-10,Em Sherif,,FR,20164,10,1,2026-03-04,Direct,0,Partial
G-101449,USA,Miami,USA,Standard,2025-12-08,Nammos,vegetarian,EN,23558,13,1,2026-04-03,Hotel partner,0,None
G-101450,Russia,Saint Petersburg,Russia,Platinum,2025-12-05,Nammos,,RU,697407,285,1,2026-03-09,Concierge,3,Full
G-101451,Singapore,Singapore,Singapore,Gold,2024-04-03,Em Sherif,,EN,66740,32,1,2025-04-01,Concierge,0,Full
G-101452,UK,Manchester,UK,Standard,2025-07-28,Nammos,vegetarian,EN,21337,17,1,2025-11-04,Concierge,0,Full
G-101453,UK,London,UK,Standard,2024-03-18,Em Sherif,,EN,19260,7,1,2025-10-07,Hotel partner,0,Full
G-101454,USA,New York,USA,Standard,2026-01-27,Nammos,,EN,15046,12,1,2026-03-30,Concierge,0,Full
G-101455,UK,London,UK,Gold,2025-09-01,Nammos,,EN,92942,36,1,2025-12-01,Direct,0,Full
G-101456,Qatar,Doha,Qatar,Gold,2024-08-21,AlphaMind,,AR,65059,41,3,2025-07-13,Direct,0,Partial
G-101457,UAE,Sharjah,UAE,Standard,2025-10-04,CE LA VI,vegetarian,AR,26016,15,1,2026-02-25,Referral,0,Full
G-101458,Lebanon,Beirut,Lebanon,Standard,2025-01-22,Nammos,,AR,8286,3,2,2025-12-06,Hotel partner,0,Full
G-101459,France,Paris,France,Standard,2024-11-28,Em Sherif,"halal,gluten-free",FR,26027,15,1,2026-02-08,Direct,0,Full
G-101460,Lebanon,Beirut,Lebanon,Gold,2025-06-09,Nammos,,AR,69218,26,1,2026-01-11,Referral,0,Partial
G-101461,UK,Manchester,UK,Standard,2026-02-09,Nammos,halal,EN,10449,4,1,2026-03-07,Direct,0,Full
G-101462,France,Paris,France,Platinum,2024-12-24,Nammos,,FR,238634,172,2,2025-08-28,Referral,0,None
G-101463,UK,Manchester,UK,Standard,2024-09-26,AlphaMind,,EN,17550,9,1,2025-06-03,Hotel partner,0,None
G-101464,Italy,Rome,Italy,Gold,2025-01-24,Nammos,halal,IT,56554,42,1,2025-05-19,Direct,0,Full
G-101465,Lebanon,Beirut,Lebanon,Standard,2025-11-26,CE LA VI,gluten-free,AR,7457,3,1,2026-04-02,Hotel partner,0,Full
G-101466,UAE,Dubai,UAE,Gold,2024-12-21,Em Sherif,,AR,108963,44,2,2025-11-12,Digital,1,Full
G-101467,Italy,Rome,Italy,Gold,2025-09-17,CE LA VI,halal,IT,145111,100,2,2025-12-20,Concierge,0,Partial
G-101468,Lebanon,Beirut,Lebanon,Platinum,2025-10-20,Nammos,,AR,250857,121,1,2026-01-10,Concierge,1,Full
G-101469,Italy,Rome,Italy,Standard,2024-12-30,CE LA VI,,IT,23245,15,1,2026-03-15,Hotel partner,0,None
G-101470,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-12-13,Nammos,,AR,2278,1,1,2026-04-03,Concierge,0,Full
G-101471,France,Paris,France,Standard,2024-06-06,Nammos,,FR,25965,18,1,2025-10-10,Referral,0,Full
G-101472,Kuwait,Kuwait City,Kuwait,Gold,2026-01-03,AlphaMind,,AR,139228,58,1,2026-03-12,Direct,0,Full
G-101473,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2024-05-15,CE LA VI,,AR,24665,9,1,2024-12-03,Concierge,0,Full
G-101474,UAE,Dubai,UAE,Gold,2025-08-03,Nammos,,AR,135440,72,1,2025-11-16,Hotel partner,0,Full
G-101475,Italy,Rome,Italy,Standard,2025-09-26,Nammos,,IT,24026,11,1,2025-12-10,Direct,0,None
G-101476,UK,London,UK,Diamond,2025-02-06,Em Sherif,,EN,2225809,857,3,2026-04-02,Concierge,1,Partial
G-101477,France,Nice,France,Standard,2024-07-02,CE LA VI,,FR,6128,3,1,2026-01-19,Concierge,0,Full
G-101478,Italy,Milan,Italy,Standard,2025-12-06,Em Sherif,,IT,16378,10,1,2026-03-22,Concierge,0,Partial
G-101479,Singapore,Singapore,Singapore,Standard,2025-06-22,Nammos,,EN,25082,15,2,2026-04-13,Direct,0,Partial
G-101480,UAE,Dubai,UAE,Standard,2025-08-12,Em Sherif,,AR,22586,8,1,2026-04-02,Direct,0,Full
G-101481,Lebanon,Beirut,Lebanon,Standard,2025-11-02,Nammos,halal,AR,26000,18,1,2026-04-07,Hotel partner,0,Full
G-101482,France,Nice,France,Standard,2025-10-27,Nammos,,FR,22606,9,1,2026-01-08,Direct,0,Full
G-101483,Kuwait,Kuwait City,Kuwait,Gold,2025-03-30,AlphaMind,,AR,31409,16,2,2025-09-15,Hotel partner,1,Full
G-101484,Russia,Saint Petersburg,Russia,Gold,2024-11-13,Nammos,,RU,60885,26,2,2026-02-26,Direct,0,Partial
G-101485,Lebanon,Beirut,Lebanon,Standard,2025-05-29,Nammos,,AR,6773,2,1,2025-12-27,Direct,0,Full
G-101486,UK,London,UK,Platinum,2025-08-05,CE LA VI,,EN,252484,117,1,2026-04-01,Concierge,2,None
G-101487,UAE,Sharjah,UAE,Standard,2025-07-19,Nammos,,AR,14971,6,2,2026-03-25,Referral,0,Full
G-101488,France,Cannes,France,Standard,2026-01-05,Em Sherif,halal,FR,19458,15,1,2026-03-04,Direct,0,Full
G-101489,France,Paris,France,Diamond,2025-09-20,Em Sherif,,FR,4374164,1879,2,2026-03-30,Referral,0,Full
G-101490,UAE,Dubai,UAE,Standard,2025-02-16,AlphaMind,halal,AR,21914,10,1,2025-07-19,Concierge,0,Full
G-101491,Germany,Munich,Germany,Standard,2025-05-10,Nammos,vegetarian,DE,17042,9,1,2025-06-16,Referral,0,Partial
G-101492,France,Paris,France,Standard,2024-07-01,Em Sherif,halal,FR,19871,10,1,2025-03-27,Referral,0,Full
G-101493,Italy,Rome,Italy,Standard,2024-11-24,Nammos,,IT,14189,10,2,2026-01-24,Hotel partner,0,Full
G-101494,France,Nice,France,Gold,2026-03-07,Em Sherif,halal,FR,35456,24,1,2026-04-11,Direct,0,None
G-101495,UK,London,UK,Gold,2024-10-10,Nammos,,EN,103129,37,2,2026-01-23,Direct,0,Full
G-101496,France,Paris,France,Gold,2025-07-04,Nammos,halal,FR,118500,49,1,2025-12-06,Direct,0,Full
G-101497,UAE,Abu Dhabi,UAE,Standard,2026-04-05,Em Sherif,,AR,11145,7,1,2026-04-18,Direct,0,Full
G-101498,France,Nice,France,Standard,2024-10-24,Nammos,,FR,23793,9,1,2026-03-30,Concierge,0,Full
G-101499,UK,Manchester,UK,Gold,2025-11-04,Em Sherif,halal,EN,136744,52,3,2026-02-27,Referral,0,Partial
G-101500,Saudi Arabia,Jeddah,Saudi Arabia,Gold,2025-03-07,AlphaMind,,AR,145617,54,2,2025-09-26,Concierge,0,Full
G-101501,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-10-29,Em Sherif,vegan,AR,24150,15,1,2026-03-27,Direct,0,Full
G-101502,USA,Miami,USA,Standard,2025-06-18,Em Sherif,halal,EN,25971,12,1,2026-02-21,Hotel partner,0,None
G-101503,France,Nice,France,Standard,2025-02-25,Nammos,pescatarian,FR,19616,10,1,2025-11-21,Referral,0,Full
G-101504,USA,New York,USA,Platinum,2026-01-05,Nammos,gluten-free,EN,544354,199,2,2026-04-11,Concierge,0,Partial
G-101505,USA,Miami,USA,Standard,2025-09-08,Em Sherif,gluten-free,EN,6989,3,1,2025-09-30,Direct,0,Partial
G-101506,UK,Manchester,UK,Gold,2024-12-03,Em Sherif,,EN,72468,28,2,2026-03-11,Concierge,0,Full
G-101507,USA,New York,USA,Standard,2025-07-02,Em Sherif,,EN,23391,9,1,2025-10-07,Hotel partner,0,Full
G-101508,UK,Manchester,UK,Standard,2024-02-07,Nammos,,EN,23405,11,1,2025-10-20,Direct,0,Full
G-101509,Russia,Saint Petersburg,Russia,Standard,2025-08-13,Em Sherif,,RU,17987,9,1,2026-04-07,Referral,0,Full
G-101510,India,Delhi,India,Standard,2025-06-20,AlphaMind,,EN,11614,6,1,2025-12-31,Direct,0,Partial
G-101511,UK,London,UK,Standard,2025-11-09,Em Sherif,,EN,24573,9,1,2026-03-19,Referral,0,Full
G-101512,Germany,Berlin,Germany,Diamond,2025-07-20,Em Sherif,,DE,4587273,3732,3,2026-01-18,Direct,2,Full
G-101513,Saudi Arabia,Riyadh,Saudi Arabia,Gold,2025-09-05,CE LA VI,gluten-free,AR,96127,43,2,2025-12-29,Digital,0,None
G-101514,USA,Los Angeles,USA,Gold,2024-04-20,CE LA VI,"halal,gluten-free",EN,139823,109,1,2026-01-24,Referral,0,Partial
G-101515,UK,Manchester,UK,Standard,2025-08-11,Nammos,,EN,17622,7,1,2026-03-22,Concierge,0,Full
G-101516,India,Delhi,India,Standard,2025-06-08,CE LA VI,,EN,2546,1,1,2026-01-21,Hotel partner,0,Full
G-101517,UAE,Dubai,UAE,Standard,2025-01-30,Nammos,,AR,9598,5,1,2025-05-09,Hotel partner,0,Full
G-101518,Singapore,Singapore,Singapore,Standard,2025-04-24,AlphaMind,,EN,24918,13,1,2026-02-17,Direct,0,Full
G-101519,Russia,Moscow,Russia,Standard,2024-08-23,Nammos,,RU,28108,11,1,2026-02-17,Direct,0,None
G-101520,UAE,Dubai,UAE,Standard,2025-06-30,Nammos,,AR,15969,8,1,2026-02-12,Hotel partner,0,Full
G-101521,Kuwait,Kuwait City,Kuwait,Gold,2024-10-11,Nammos,,AR,57026,47,1,2025-05-27,Hotel partner,0,Full
G-101522,Saudi Arabia,Riyadh,Saudi Arabia,Gold,2026-04-07,Nammos,halal,AR,45327,30,2,2026-04-23,Referral,0,None
G-101523,Saudi Arabia,Riyadh,Saudi Arabia,Gold,2024-11-26,Em Sherif,,AR,95469,59,1,2026-01-09,Concierge,0,Partial
G-101524,UAE,Sharjah,UAE,Standard,2025-11-24,CE LA VI,,AR,4839,3,1,2026-03-05,Hotel partner,0,Full
G-101525,UK,London,UK,Standard,2026-01-29,Nammos,,EN,4596,2,1,2026-04-02,Referral,0,Full
G-101526,USA,Los Angeles,USA,Standard,2024-12-29,CE LA VI,halal,EN,10282,4,1,2025-07-04,Concierge,0,Full
G-101527,France,Cannes,France,Standard,2025-03-28,Nammos,,FR,8478,4,1,2026-04-12,Concierge,0,Full
G-101528,UK,London,UK,Standard,2024-06-27,AlphaMind,,EN,13959,11,1,2025-10-17,Direct,0,Full
G-101529,Singapore,Singapore,Singapore,Standard,2025-10-26,Nammos,,EN,17535,11,1,2026-01-31,Direct,0,Full
G-101530,France,Nice,France,Standard,2024-12-31,Em Sherif,,FR,24561,12,1,2026-03-23,Direct,0,Full
G-101531,UK,Manchester,UK,Standard,2025-12-27,Em Sherif,,EN,22784,8,1,2026-03-07,Digital,0,Full
G-101532,Germany,Berlin,Germany,Standard,2025-04-14,AlphaMind,,DE,19614,10,1,2025-06-15,Hotel partner,0,Full
G-101533,USA,New York,USA,Standard,2025-04-27,Em Sherif,,EN,18168,8,1,2026-03-03,Hotel partner,0,None
G-101534,UAE,Sharjah,UAE,Standard,2025-09-12,Nammos,,AR,20215,11,1,2026-01-01,Concierge,0,Full
G-101535,USA,Miami,USA,Standard,2025-11-07,AlphaMind,,EN,12386,5,1,2026-03-01,Concierge,0,Partial
G-101536,Russia,Moscow,Russia,Standard,2026-01-25,Nammos,pescatarian,RU,14351,6,2,2026-03-08,Referral,0,Full
G-101537,India,Mumbai,India,Standard,2025-03-04,AlphaMind,gluten-free,EN,14651,11,1,2026-04-18,Concierge,0,Full
